dataset,method,encoders,imbalance_ratio,imbalance_seed,stress_test,ACC_mean,ACC_std,NMI_mean,NMI_std,ARI_mean,ARI_std,MacroF1_mean,MacroF1_std,BalancedACC_mean,BalancedACC_std,RareRecall_mean,RareRecall_std,WorstRecall_mean,WorstRecall_std,HeadRecall_mean,HeadRecall_std,MediumRecall_mean,MediumRecall_std,TailRecall_mean,TailRecall_std,ActiveClusters_mean,ActiveClusters_std,CollapseFlag_mean,CollapseFlag_std
organamnist,KMeans (same features),dinov2_vitb14+biomedclip,,,clean,0.4606142423219709,0.0003528942995018113,0.5457835802637565,0.00012952475866570212,0.3816700054479064,0.00018496312841905532,0.4250381352765902,0.00028530281162683256,0.4288695949877056,0.00031783804893336244,0.11505102040816326,0.0005102040816326536,0.005095541401273885,0.0,0.44804576311509414,0.0007328414569911984,0.531636851501196,0.0006077516790771331,0.2662783621332004,0.0003382059002667859,11.0,0.0,0.0,0.0
organamnist,MiniBatchKMeans (same features),dinov2_vitb14+biomedclip,,,clean,0.533952075599055,0.021108513790566084,0.5560935215961352,0.03026123543456174,0.47881247826330087,0.04297183915089342,0.4559928082407619,0.018005070285258374,0.4752224828396942,0.028075227052356856,0.2614795918367347,0.2784845121190987,0.0021526985295994222,0.001967205086620413,0.5407461524090846,0.01879748805556463,0.5180669234557824,0.02202354761264069,0.33073166925905634,0.08856858158663937,11.0,0.0,0.0,0.0
organamnist,Gaussian mixture--diag (same features),dinov2_vitb14+biomedclip,,,clean,0.4538980762740466,0.00011022566060446984,0.5488161980136501,6.89445547796185e-05,0.3779927437659087,0.00010723359053271176,0.420941157809634,9.850249049864138e-05,0.42047688478831124,0.00015289271348458805,0.11607142857142858,0.0,0.007643312101910828,0.0,0.4333107655026218,8.395308246081507e-05,0.5285789181841629,0.00035859149387714096,0.25922899930809506,0.0002059259977119256,11.0,0.0,0.0,0.0
organamnist,Spectral clustering--kNN (same features),dinov2_vitb14+biomedclip,,,clean,0.5217684778940264,0.0,0.6431119046370367,4.965068306494546e-17,0.3224849483792101,0.0,0.3966790316165534,0.0,0.44240748062210644,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.4803963797741673,5.551115123125783e-17,0.46991227476326924,0.0,0.3550825562311413,0.0,6.0,0.0,1.0,0.0
organamnist,SCAN-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.5067161660479244,0.010128972558055544,0.6271623192562787,0.0068783402766218315,0.4428586375648558,0.006508320102726896,0.48408447710964425,0.010421049837780848,0.49658137828218896,0.013623700789909933,0.8181122448979592,0.01173469387755103,0.0,0.0,0.4330387475278588,0.02573015375940832,0.6434771586708425,0.014541080572848381,0.38544384543642435,0.05933424133142066,11.0,0.0,0.0,0.0
organamnist,P2OT-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.48385645179435255,0.008453653663199563,0.5836586122043341,0.011367291726605357,0.40920965770332896,0.010200451186827419,0.4697522845596415,0.01065258619878263,0.5007504284692373,0.013126846497143366,0.49897959183673474,0.4074566587744949,0.0,0.0,0.37193800772286245,0.008244652765154953,0.6025177032354201,0.014694413682288623,0.5368106231094939,0.02578021569243953,11.0,0.0,0.0,0.0
organamnist,SP2OT-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.4692766340420745,0.001782809906923407,0.5560133729714709,0.003780451721942776,0.3912837387320981,0.003226173052819188,0.4346973162073285,0.0031651795319139037,0.4402457263287258,0.003296545954640829,0.35025510204081634,0.2767658461786704,0.004840764331210191,0.009681528662420382,0.43527519270837517,0.004053380646007356,0.5626038894897516,0.005389138554265683,0.28372888694115883,0.004786722416677244,11.0,0.0,0.0,0.0
organamnist,PROTOCOL-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.5029249634379569,0.010521415570305318,0.6058319730451248,0.007814079880710012,0.4321129803028342,0.008389173742464232,0.4784071507850161,0.00749345856719312,0.4924108393058154,0.006868111176495138,0.6596938775510204,0.3303255244501858,0.0,0.0,0.4349030554737494,0.02911081349683605,0.6145489840672322,0.017316887280508016,0.4062370247333478,0.058528246353861786,11.0,0.0,0.0,0.0
organamnist,BCPT component: credal marginal only,dinov2_vitb14+biomedclip,,,clean,0.4972662841714479,0.005514106839361508,0.5966956032038487,0.008043929372662201,0.4264463504748465,0.005728033178388952,0.4527234135024639,0.01022825883978384,0.45444741526248383,0.008214768331532805,0.09795918367346938,0.013747136311538247,0.0,0.0,0.49201763937196585,0.004288987642407518,0.5559846212464408,0.02336025728618563,0.26897084180456543,0.006111658780689506,11.0,0.0,0.0,0.0
organamnist,BCPT component: explicit rejection only,dinov2_vitb14+biomedclip,,,clean,0.49767127910901116,0.006741059927465131,0.597042108794845,0.009896811078059217,0.4280411500147892,0.006749003543992566,0.45366352805517607,0.012441862677108714,0.4562612217249525,0.009893900747783598,0.3545918367346939,0.3141558587418686,0.003057324840764331,0.006114649681528661,0.48737136212825705,0.0029672293857576863,0.5597127652290638,0.026412113824932568,0.2768456431817311,0.00684747819449575,11.0,0.0,0.0,0.0
organamnist,BCPT component: reliability weighting only,dinov2_vitb14+biomedclip,,,clean,0.49512881088986394,0.005921702000325288,0.5974770123861812,0.007318181133000559,0.4268632832687279,0.0063336959293964126,0.4550659614535298,0.00936091913042635,0.457590035963945,0.008286966775940199,0.24158163265306123,0.2510204081632653,0.0,0.0,0.4805691669416614,0.002379115572473824,0.565579524426439,0.024571826674301894,0.28296521004366443,0.00743534525447171,11.0,0.0,0.0,0.0
organamnist,BCPT component: anchor retention only,dinov2_vitb14+biomedclip,,,clean,0.48546518168522895,0.003655529243565252,0.5827203116064882,0.0038234856644142816,0.41306902019013664,0.0032499225741759266,0.4450331292279355,0.0039403280684269905,0.4500946323930064,0.0034161622854593566,0.3584183673469388,0.29837561757430653,0.0,0.0,0.4730568561969727,0.005725206757356758,0.5620470886510953,0.00970738474264843,0.27020839231026583,0.0024662714789872547,11.0,0.0,0.0,0.0
organamnist,BCPT component: selection gate only,dinov2_vitb14+biomedclip,,,clean,0.4977950275621554,0.011090467191206075,0.5936734178926601,0.007642079199392691,0.425476248593646,0.007427542952936036,0.4464663169367508,0.008984956151261573,0.4512512077606969,0.008158099979733519,0.349234693877551,0.3102091165004934,0.0,0.0,0.4972286090223978,0.024007888861691574,0.5398209411199922,0.022286799122577663,0.2718550282660353,0.003276623358907268,11.0,0.0,0.0,0.0
organamnist,BCPT component: fallback only,dinov2_vitb14+biomedclip,,,clean,0.49989875126560923,0.005855700396960554,0.5965793120676952,0.008854263887074415,0.4274758801950777,0.004808670045553439,0.4524499575597776,0.01177953333454522,0.454043794862665,0.007952481456539926,0.09795918367346938,0.013747136311538247,0.002802547770700637,0.005605095541401273,0.49831671579544035,0.0035922170877986243,0.548442417102353,0.023155880058383965,0.2691484039660474,0.00875266990789785,11.0,0.0,0.0,0.0
organamnist,BCPT component: anchor blend only,dinov2_vitb14+biomedclip,,,clean,0.4996625042186973,0.006105886438343314,0.5969755053475535,0.008997197055649437,0.42755413050458646,0.005016202169801708,0.45259053888148965,0.011839693841010598,0.4541695612727709,0.00818854942542006,0.09795918367346938,0.013747136311538247,0.002802547770700637,0.005605095541401273,0.49754608698637687,0.003873821455912799,0.5493066967296236,0.023111676224311227,0.2694846797121592,0.008015616476017924,11.0,0.0,0.0,0.0
organamnist,BCPT-Med (proposed safeguarded partial OT),dinov2_vitb14+biomedclip,,,clean,0.4832264596692541,0.0012759542696598389,0.5889653665711838,0.0018910595114742404,0.4181830675123905,0.0011487316689447525,0.44441683628043427,0.0021305528216627647,0.4504744921814575,0.0017895249065727442,0.11505102040816326,0.0005102040816326536,0.0,0.0,0.4641226386043143,0.003999763047413715,0.5691855379767641,0.0060243534476382594,0.2739955692239065,0.002398748089720101,11.0,0.0,0.0,0.0
